ID,Group,Feature_1,Feature_2,Feature_3
ID447,A,2204.4915071383293,388.4504015341204,4671.110909890722
ID448,C,2338.4346163385303,403.5067886768612,-1938.8625642598242
ID449,C,2166.971674435939,376.6615653069456,-1788.4478209226854
ID450,C,2480.293005724166,404.96320348321683,-2065.4286230649373
ID451,C,2800.307200671526,412.50293442413385,-2398.209828835923
ID452,A,2190.076941152924,370.09396536142816,4711.863598782729
ID453,B,2658.477741834291,405.6108485477136,5313.310771323262
ID454,A,2333.2812005182514,418.4150348870994,4891.617976037579
ID455,A,2250.7121026526643,381.8553847196319,4833.028290043176
ID456,B,2466.348483262733,425.08858580256555,4926.9823160429305
ID457,B,2174.5084819408876,406.28528514049066,4359.509634050328
ID458,B,2325.926598085095,389.42482216362384,4655.003932118213
ID459,C,2123.374078450545,399.1634638351344,-1721.887535679
ID460,A,3117.731087913142,408.37490368782585,7321.529520846312
ID461,A,2511.0872467391114,401.14008087118617,5525.912874400611
ID462,C,2279.9986410052047,408.08133988669556,-1867.2317229193625
ID463,C,2567.277626185399,386.18989610380953,-2182.3263911167796
ID464,B,2464.682831620483,402.54041236054115,4932.550011433761
ID465,B,2430.524739146197,378.7942825464253,4854.056374401055
ID466,A,2693.1007332382887,398.3316090797695,6058.378348416701
ID467,B,2738.168715811927,386.44138537802814,5474.726081677619
ID468,A,2333.204632260096,388.9670508611535,5071.851620107719
ID469,B,2318.9564421636546,418.5413976281566,4649.027469154208
ID470,A,2413.520735665638,416.36965180891406,5170.298717767438
ID471,B,1776.2507886934472,409.13707181360763,3567.335146048569
ID472,C,2023.6073445760662,383.6153085299113,-1638.9281449546177
ID473,A,2929.760231659294,395.25387325457797,6815.37911719386
ID474,B,3017.1958551447838,418.19646549968775,6026.979887544356
ID475,B,2421.700343184194,402.1257537045986,4839.607812096064
ID476,C,2681.2758202485375,434.7899430997254,-2239.0966233515583
ID477,A,2597.860455571163,405.8997675909156,5778.529142004938
ID478,A,3468.033827988337,402.88073674735045,8388.024444920087
ID479,C,2852.0066071604388,395.3632530369625,-2462.0456253016932
ID480,B,2459.7813090366744,402.0031135717342,4919.568953579628
ID481,A,2199.567626011418,397.71295245429184,4617.3525967499445
ID482,B,1994.9156925509724,410.6216301503289,3972.5051273083423
ID483,A,2563.97119425477,414.35053475191876,5592.60673756707
ID484,A,2262.19504657384,388.21015809238077,4838.927907065718
ID485,C,2052.8278655375348,380.0315056966333,-1687.4449089518714
ID486,C,2296.710407727415,372.45691940345057,-1930.3511706957318
ID487,B,2159.949468905461,407.61986990368814,4318.125573985112
ID488,B,3030.4557977277545,383.4495009073919,6055.472614547233
ID489,A,2777.1971901226952,367.7066411057128,6510.4879752531715
ID490,C,2497.493314300538,405.82867906796446,-2087.7436980573457
ID491,A,2965.310636918553,437.39499276149184,6712.5626392635295
ID492,C,2524.325442807473,399.9089363269016,-2116.9500207520505
ID493,B,2229.2028193790347,412.5773616167746,4444.7396413447
ID494,C,2978.886882198053,401.2274403782135,-2565.1901003707962
ID495,B,2669.439216710427,398.5166552021329,5337.969261982428
ID496,B,2173.8784552551087,413.7861472448165,4355.802677917112
ID497,C,2440.1554361398094,395.64588183717024,-2057.371841099121
ID498,B,2224.696036510167,404.0108847110785,4430.74696782814
ID499,A,2065.2326282879844,404.8254670929402,4181.385225295553
ID500,C,2791.2003589978985,389.97864319535427,-2396.704801489374
ID501,A,3100.341492474441,414.88063524304783,7215.796682555794
ID502,C,2060.275045897676,397.37560364956886,-1673.3353992234036
ID503,A,2677.0036903463874,388.66382260760736,6101.197175414102
ID504,C,2295.430854254089,408.04764765355606,-1901.6561493149409
ID505,B,2346.8424472096995,386.52298027313446,4713.396969858471
ID506,C,2313.7448658021594,400.4227173605369,-1924.129597257397
ID507,C,2228.351844662875,399.8632150503369,-1820.8279265052374
ID508,C,2515.2557309495924,416.2884334874737,-2102.9107191711064
ID509,C,2238.7401877176544,407.1204734931993,-1824.3814650514669
ID510,B,2585.0345864790365,399.62459561882287,5163.539804932703
ID511,C,2484.204588476634,412.2664944880043,-2073.891608861497
ID512,A,2424.8721185103354,420.8531132352597,5170.841819459457
ID513,A,2214.6520503500633,408.36715459527795,4590.094128604422
ID514,C,2318.656780259018,400.1552892976507,-1909.6115988163258
ID515,C,2737.5032700053744,380.3224565147476,-2363.339376288286
ID516,C,2657.4938468905757,384.0232950538694,-2276.2137508207866
ID517,A,2192.6459305947583,395.42162943467997,4588.897452115573
ID518,B,2531.2311641306455,390.85731696761076,5031.7143243557475
ID519,C,2736.2443363644466,397.1954304552183,-2341.3412390604303
ID520,B,1975.1207060988238,400.84974887345663,3979.1927972570024
ID521,A,2670.8383921720997,407.94539131535095,5982.20347139432
ID522,B,2291.663837025832,398.9425183291136,4583.096549494851
ID523,C,2679.402467249266,407.297524657393,-2275.2596325423724
ID524,B,2260.022966453934,400.9671162221518,4520.315523621613
ID525,B,1932.525311088441,370.36800150469196,3871.6160515589845
ID526,C,1988.2828422487748,385.9099690927187,-1616.5426269397622
ID527,A,2515.11843357411,397.8386866641758,5569.533727737477
ID528,A,2581.6595974958504,381.8545788573834,5844.290473985929
ID529,C,2215.6729543055835,408.9989309499431,-1798.0557946471451
ID530,A,2700.7804591516174,422.96126248515543,5992.796773894792
ID531,B,1977.5999052186025,418.28142777545975,3955.4352103295328
ID532,A,2479.2237879876375,396.7983569360469,5461.75391411428
ID533,A,2119.2432508616275,422.3608920527493,4253.027061926033
ID534,A,2295.0555926283705,402.2300118580317,4869.768230063661
ID535,B,2514.902661093597,394.9437104332294,5022.922100912431
ID536,A,2229.476619763645,390.7989600468859,4735.6573345996485
ID537,B,2379.091527501608,395.4629547026781,4776.771296821159
ID538,C,2816.3894742225307,394.1773477218816,-2437.081411408496
ID539,B,2318.6188814921898,402.5562433356323,4619.627459795351
ID540,B,2762.7507476224664,402.40860971574796,5527.478625339771
ID541,B,2144.807798984734,400.04569030230124,4290.22625039174
ID542,B,2666.5762328386027,406.55407254619524,5335.2325656496505
ID543,B,2953.2449539232052,417.85969412179514,5909.417346221312
ID544,B,1722.887914233681,414.24331203161984,3443.097401411744
ID545,A,2249.4474087660856,377.72653047325144,4877.587935195224
ID546,C,2681.4377934884164,361.69118297647066,-2338.957458253664
ID547,B,2436.1603080681825,414.0147986685891,4862.3786518390025
ID548,B,2616.692325196559,379.4968195237687,5232.14559327133
ID549,A,2310.100446000014,396.62851897160976,4927.440477408143
ID550,C,2527.2247770039994,382.4483046091096,-2146.8867252480745
ID551,C,2451.053373130463,372.9702934362997,-2058.1454377054274
ID552,A,2867.163462872678,408.1219409230718,6561.131321862225
ID553,A,2579.9926980559094,411.3873274045397,5685.809868013654
ID554,B,2606.1459723969247,391.3523439890992,5197.169967611779
ID555,B,2370.5013733948995,361.13436561782635,4733.606409893325
ID556,A,2346.6912657535904,391.80633327621274,5076.53977431582
ID557,B,2363.9989709141046,405.8770600810382,4724.185360667135
ID558,A,2624.020071285658,377.81632646838807,5998.3583070550785
ID559,A,2367.637871081931,402.7503987966873,5095.853911991057
ID560,A,2591.1083869196445,399.7703522624051,5761.135903963664
ID561,B,3152.528728687876,408.6893724940163,6308.015514716936
ID562,B,2773.891142197636,401.7937055262123,5553.760945377233
ID563,C,2397.4946327925372,385.4039658867767,-1998.4088784435055
ID564,A,2877.6748057644577,417.94857252496735,6562.248042907357
ID565,A,2371.6966358785357,397.62205640459547,5114.798495310696
ID566,A,1859.1913365769215,399.59043190735105,3569.891560059485
ID567,C,2183.0466292101664,386.0009806139021,-1812.1365829032397
ID568,C,1911.8025421097936,393.35076623212734,-1521.26001418695
ID569,C,2389.4803129073543,386.72795928959647,-1997.1560531244018
ID570,C,2505.790940027051,397.40580910114863,-2096.537116726833
ID571,B,3027.0902414694483,425.67562720213516,6053.269070655187
ID572,C,2602.789544898908,379.4214828560297,-2227.206232321936
ID573,C,2431.1123954410145,375.79657903184886,-2053.494720502181
ID574,B,2760.7741935001304,422.06755491240415,5511.5266721807
ID575,C,1804.7948554874379,396.86014484272204,-1382.8602459843785
ID576,B,2574.0797961354183,389.96390892010123,5128.86765994542
ID577,A,2742.3684549437867,415.59857031094117,6151.329400223404
ID578,C,2035.116299538955,390.91576690394703,-1619.9172580042523
ID579,B,2859.6087908574323,427.39014570320404,5719.299179849584
ID580,B,2606.426975739773,410.16888807008905,5210.5734830595275
ID581,B,2369.428934076735,392.68132887781445,4734.568523079745
ID582,C,2698.9535452123614,432.35962319898255,-2268.7586221945276
ID583,B,3213.930689778478,390.9142761549499,6444.335561253075
ID584,B,2557.1807413209053,411.1314305801396,5087.819139705856
ID585,A,2578.043269386054,404.4893887060974,5730.0840690432315
ID586,B,2355.5719049633444,419.52611934098195,4694.056324097287
ID587,C,2232.799627738724,423.4226679509028,-1812.5767877386343
ID588,B,2761.0666696800236,400.4800622359865,5516.982406316463
ID589,B,2230.8378743348453,388.69873194480726,4468.738387906939
ID590,C,2522.501208354658,406.89958214408676,-2134.7791184331763
ID591,B,2349.8192702395763,389.83426945371843,4705.184612472136
ID592,A,2650.5965001870604,430.20080871289935,5825.077172476126
ID593,B,2604.907018208876,402.0480299662411,5193.455948362638
ID594,C,2826.2139155151976,394.5201767303184,-2429.4172647735545
ID595,C,2339.645261497506,402.77020458797364,-1944.8188430430916
ID596,A,2415.148366259354,379.7931056570545,5351.590216967105
ID597,C,2192.265974089393,385.42578942234024,-1806.6104113380636
ID598,C,2360.309335743112,418.0062086191664,-1950.0009700324774
ID599,A,2618.627404991149,390.1465858154291,5911.003753314754
ID600,B,2738.0055071642923,384.2963352597709,5497.663191646026
ID601,C,2210.061127942897,408.0497912879093,-1804.3021821557154
ID602,B,2773.4136200951416,417.785562319945,5555.464335496062
ID603,C,2926.2273817878936,410.784299659976,-2530.9623576223717
ID604,C,2629.9884590831007,414.94071528708724,-2226.5249803178294
ID605,B,3090.0851471072724,388.64807367145806,6185.839169549109
ID606,A,2256.7122058095897,378.67283999887235,4894.581809776838
ID607,C,2108.6669371346156,422.5200047793323,-1681.8795721698555
ID608,B,1940.7508836527245,395.159802417368,3877.745070939171
ID609,C,2970.3727074182075,396.2375047531743,-2574.1437057999533
ID610,C,2705.7397251250977,419.92291212773586,-2300.8217058049986
ID611,C,2482.5235710290726,408.3434501410099,-2066.9259369717984
ID612,B,2588.025200686151,406.8383165812241,5186.638398120183
ID613,A,2146.1339237871202,432.4750351735163,4270.601511499783
ID614,C,3268.9711938950986,390.3472265442979,-2884.2644731239147
ID615,C,2540.6285540840468,413.91760192121853,-2123.5204134070036
ID616,C,2534.394920872726,400.8551968734563,-2138.7803608317568
ID617,C,2728.18897088495,404.02888418294884,-2324.953678077511
ID618,B,2651.2345676445466,422.92702639618796,5327.665796759092
ID619,B,2570.3915878955704,407.61753634434433,5137.818867382189
ID620,A,2251.466178576868,408.0744411857445,4709.726247977627
ID621,A,2648.234812234488,416.08761005964703,5856.4958847376065
ID622,B,3091.7291025645877,394.5257090568567,6192.388508787175
ID623,A,2923.014789645302,387.4118549899149,6829.810403907713
ID624,A,3000.9153146332274,384.3278620896845,7073.314156991401
ID625,B,2339.268195500033,370.50465115936,4694.392039387342
ID626,A,2188.857412173982,430.8431069491048,4429.391937830585
ID627,B,2460.4512154414906,383.45187451417473,4913.697348094117
ID628,C,2517.5205223953453,396.68119564621344,-2143.2378061654595
ID629,A,2844.025790562916,395.8478005016662,6564.92853345846
ID630,C,1967.870594490563,404.6111004671365,-1571.4750519325464
ID631,C,2980.9073630853313,412.23605818808943,-2559.1837977072887
ID632,B,2450.320587112771,412.9071023253962,4876.999928413
ID633,C,2365.783918915559,391.2538384214659,-1963.8189124345013
ID634,A,2181.783305798572,397.4931742932038,4543.349982778329
ID635,B,1979.694948099661,404.23869925732447,3968.15906562812
ID636,C,2758.813842124617,396.2696331072468,-2362.3729322033328
ID637,A,2523.0519714315683,424.1101836402999,5437.157723060445
ID638,B,2094.42217304991,407.36462427457377,4183.959910344698
ID639,A,2092.813057970833,411.02316679074727,4231.559161442243
ID640,C,2394.425615002348,409.94321903001116,-1983.2116625349538
ID641,B,3024.7586368669636,417.60210786227987,6056.530229499597
ID642,A,2418.381637612254,402.7153233805556,5265.28558294817
ID643,A,2027.39540195105,380.5475207806623,4160.677702609306
ID644,C,2422.7356907174153,405.99531927628965,-1997.3338205415023
ID645,A,2414.2527244054177,390.22964659312254,5292.862211500918
ID646,C,1652.0693190045258,392.0707497737536,-1270.78397781065
ID647,A,2482.929099648478,408.7954602813264,5388.846234029934
ID648,A,2427.3916558644705,418.57424607150455,5187.034292546564
ID649,A,2718.894901858289,400.3190736510409,6166.149138662756
ID650,B,3081.332035152842,404.6324951889845,6161.133480861154
ID651,C,2854.2043768099197,425.5332241695286,-2410.5372934774227
ID652,B,2415.458452400708,403.61129769232855,4813.502796520797
ID653,B,2152.096142122208,439.0252467127059,4304.047216870264
ID654,A,3309.09249045634,408.48264468447314,7869.835526613697
ID655,A,2518.6189238664556,373.5885586126627,5692.277561127553
ID656,A,2504.379521849182,411.300124316568,5467.280592645874
ID657,C,2492.4148085364286,405.71737577324166,-2091.7465742873596
ID658,A,2562.2800170456967,419.3462913112412,5558.858028301359
ID659,B,2454.6115063041943,410.0977202690494,4911.610390369947
ID660,B,2319.634385661597,397.9231602402434,4644.509633943997
ID661,A,2328.0615628884348,381.6355264556595,5080.858593446547
ID662,A,2489.7020133227447,396.8646511407096,5499.612170566552
ID663,B,2329.141303560809,387.2421931868605,4645.429962965829
ID664,C,2275.873483028224,391.29214825292917,-1876.4187415098897
ID665,B,2533.462828584764,408.82867606630913,5081.235747319263
ID666,C,2419.832371830735,425.04856756527107,-2016.1268552735423
ID667,B,2972.871858503608,405.9200729473447,5949.579538918244
ID668,C,1666.5060743979411,382.0617540694722,-1290.494478300561
ID669,C,2843.18170201338,406.6690400233021,-2437.4909340672975
ID670,B,2891.782824323841,417.94947229968477,5787.737766450142
ID671,A,1848.1034153450341,390.8532564352093,3584.197221089693
ID672,C,2392.255269320363,397.98974249990624,-2002.374023770396
ID673,B,2383.214925893278,400.220322920938,4766.839680796413
ID674,C,2057.462916383678,388.2265253037664,-1682.2833423462653
ID675,A,2255.445919343795,409.72420650765787,4704.686823946473
ID676,B,2150.8227976850244,398.18577777088325,4309.7980747655265
ID677,A,3050.933007981316,406.2929866586054,7107.548562229018
ID678,B,2794.187528856943,386.6876173329685,5596.370807724797
ID679,C,2899.7908404654518,393.4381254951488,-2500.801619456056
ID680,C,2726.9015964468354,410.83572036741657,-2336.775556824906
ID681,B,2145.0137643890166,394.4075027186235,4281.896752950005
ID682,B,2335.0850868179514,425.90445776850106,4684.499486472471
ID683,C,2653.8647188045124,394.00545721578095,-2271.6332479624075
ID684,B,2115.749639322269,403.37027088627826,4225.926427496825
ID685,A,2724.1745110151724,413.98886247809634,6108.123951374058
ID686,B,2424.43906418756,378.72451400600454,4858.278814486511
ID687,B,2382.1522352715033,373.58786782028835,4761.286003910473
ID688,B,2723.5335962588947,377.11515528144855,5439.89707018149
ID689,B,2639.6812480923486,418.9387615514077,5296.4309345250795
ID690,B,2386.5082862861996,391.7221278116133,4793.8833685379705
ID691,B,2864.50598034509,438.3729892850238,5740.758257299562
ID692,A,2160.101856349743,391.5362860201392,4523.6479566593125
ID693,C,2693.6568969305863,402.7682695479555,-2300.5878160423217
ID694,C,2686.477527664962,423.13164928851813,-2273.311211255123
ID695,B,2402.6752111460837,430.09139332238686,4811.620591555356
ID696,A,2602.5397920853075,430.922553649546,5658.027386658857
ID697,B,2106.6361967405624,418.12549345889715,4230.091576596482
ID698,A,2790.5242093526513,415.36093788717193,6302.573339732529
ID699,B,2441.864744340677,408.88790423801777,4865.692525060236
ID700,C,2335.6501605580006,411.67541614249956,-1911.351373002826
ID701,A,2829.8199831878064,391.732214255072,6518.822150760287
ID702,A,2278.5466338602328,387.7270167486654,4892.397162573942
ID703,C,2057.164351231801,399.94938313883574,-1654.2125656179448
ID704,B,2010.5787487886855,397.44723066212606,4045.1055074547785
ID705,A,2690.5361621629254,393.20157926009085,6142.919612860386
ID706,B,2097.4189958371603,410.44581171185075,4202.118668383955
ID707,B,3051.7264990099675,414.32957812855767,6101.25463859529
ID708,B,1845.4186051046436,401.32610329437773,3697.251277991054
ID709,C,3033.3844518115498,422.1629512158289,-2600.569635485235
ID710,B,2566.34620151179,382.8746632879974,5128.844391516894
ID711,C,2469.592338994268,397.09510811080423,-2050.954694612516
ID712,A,2328.6714743555667,389.24766519095795,5042.536946222207
ID713,A,2625.492763345549,372.0019507439041,6022.441453386224
ID714,A,2488.1672376035217,398.7597897123595,5478.69385527342
ID715,C,2846.8901885848104,398.17378737425076,-2443.6573618831862
ID716,B,2535.9144230893107,422.70174614863197,5081.896132184257
ID717,A,2547.256519025279,409.4621752683217,5587.051642495665
ID718,B,2385.676340335731,384.6371976350619,4764.653059624109
ID719,B,2482.095672568258,427.8113884950128,4950.989494340856
ID720,A,2596.7762453758833,418.3155054328803,5704.025223730691
ID721,B,1962.304337634081,408.73146555202925,3933.9559133103076
ID722,A,2076.11574588564,396.60273851725253,4250.826819464481
ID723,A,2733.6903670214137,385.6084114491478,6293.122953018673
ID724,A,2553.7219640616368,394.4168983589342,5689.0142481642915
ID725,C,2442.15362514637,416.33122929556276,-2017.797495983697
ID726,B,2505.79583033587,428.26879458901914,4998.491250158068
ID727,B,2609.283492838032,423.14865292408285,5213.921789246371
ID728,A,2330.2936482345385,392.6672586732059,5035.891104428376
ID729,C,2255.292474913757,383.20573850066484,-1861.8975110841743
ID730,B,2561.575891949088,402.11329370366803,5119.624180526206
ID731,B,2192.3888893284416,373.47340951655724,4383.918587634586
ID732,A,2628.3591351817713,404.8475157127717,5842.625342021285
ID733,B,1964.6890781369789,397.78596120552,3925.0938058642782
ID734,C,2823.577797640036,393.0094524719764,-2419.883747205822
ID735,C,2648.5898215811367,376.07945399099805,-2265.60790739686
ID736,C,2580.4985510014103,407.70400159854574,-2166.78656074629
ID737,B,2808.9688020094823,392.00948740507135,5618.534888265136
ID738,C,3023.643395828227,382.45124746434567,-2641.107390460343
ID739,B,2818.9290518618513,356.91606680077524,5629.934250050022
ID740,B,1921.208991232384,399.58727642424043,3850.8039235071983
ID741,A,2097.686995250607,426.5837739500462,4165.193791334264
ID742,C,2303.550199831073,424.91888821821806,-1872.7270854369413
ID743,B,2508.203311782148,393.1435561512059,5010.094205452285
ID744,A,2662.757662395135,390.9668190945733,6007.598776674083
ID745,A,2271.818201063039,407.03161384112536,4793.462366524534
ID746,B,2558.7215151236896,385.0242184121756,5111.6969807752785
ID747,B,2262.4993375531403,404.526878497292,4514.645365937763
ID748,C,2307.73210898985,411.49120417577035,-1887.919157871112
ID749,A,2057.7303536646295,418.40399835826463,4076.466917523536
ID750,B,2209.7253615974687,398.4976888528007,4432.169959803497
ID751,B,2075.0155642874056,396.94489374734553,4157.435199969732
ID752,A,2193.17476723464,386.83026119865156,4653.5758275890685
ID753,A,2831.2765141468853,387.5967946894021,6539.45410045924
ID754,A,2201.498597113614,396.6028166214771,4636.025036058092
ID755,A,3327.6497355644324,405.5104826022427,7958.5318000568905
ID756,B,2655.1045479556897,413.70376939349876,5305.777770240425
ID757,A,2558.114500528732,387.9523157397948,5736.302584495329
ID758,A,2230.122918220635,422.39032853439284,4557.102289195161
ID759,A,2720.1850917647153,395.9331459843615,6185.793379110106
ID760,C,2319.0131664280243,399.6794905847735,-1931.6861339414356
ID761,C,2538.3612212590183,388.79182481278264,-2165.801439876358
ID762,B,3304.918601833601,363.63639609590587,6591.568893432587
ID763,C,2469.7977160430305,413.26068094541574,-2043.1847745977354
ID764,B,2861.3441138721455,411.0526584563865,5715.137067019978
ID765,A,2278.913634884329,395.7800866432268,4876.24520395585
ID766,B,2488.9992355994123,401.00486075837307,4971.568853642197
ID767,C,3056.7591032465084,407.73908826556146,-2669.5083104720625
ID768,C,2302.8746941725913,376.56181214670187,-1939.7111753052734
ID769,C,3069.8536659202464,392.0642098398056,-2662.9597166403573
ID770,A,2722.5249556473955,411.9139701943274,6106.13423783531
ID771,A,2323.1542888279682,381.18565865246126,5056.955125663711
ID772,A,2698.83591557236,404.40336898249944,6076.411120514817
ID773,B,2805.7817646638987,379.65127293064893,5617.584922161808
ID774,C,2695.5038585298153,406.9964497365029,-2275.0986230024832
ID775,A,2006.3041601925097,399.46537776553777,4038.967582508555
ID776,A,2271.3801125872296,375.77302276141734,4930.958000205133
ID777,B,2422.177431613018,417.47109031685756,4828.442290993052
ID778,A,2476.5973151334274,388.98112634802925,5479.924731726656
ID779,B,2695.1461014234546,387.84621344478427,5393.415568925904
ID780,B,2555.8711398305427,403.00853795846416,5100.177172546558
ID781,B,2080.153116777088,417.2295602414307,4148.820422575436
ID782,A,2619.5383660489606,384.7626727153241,5938.92718914886
ID783,C,2691.974841864296,400.92519774771955,-2291.633472335422
ID784,A,2676.004244364976,406.4322475049586,5996.245059515073
ID785,C,2839.8092904738255,410.39658410894714,-2438.5146503812794
ID786,B,2762.1942536051874,402.6466233291584,5521.623698639905
ID787,A,2644.371243151342,394.49458241375015,5949.550019654055
ID788,B,2477.9391322748484,387.58614669026923,4966.560645483194
ID789,B,1977.7757014188285,401.29215824569565,3967.974394854342
ID790,C,2635.076670749431,383.9179148202159,-2273.313010276072
ID791,C,2565.299282219185,356.1797427475809,-2220.273669793913
ID792,C,2585.3873591497563,406.54839706236504,-2196.7973131484723
ID793,C,2098.576272314323,413.5590226162929,-1692.8175369109128
ID794,B,2160.1039903170863,364.5560134668724,4319.2067249966885
ID795,A,2831.122785029212,384.85403942935096,6551.702415304499
ID796,C,2487.5634266518628,409.28731391507796,-2089.338430494289
ID797,C,2714.271279044849,430.86243204567546,-2295.4563354641514
ID798,C,2508.903607431863,400.31190561513114,-2106.1044938639443
ID799,A,2509.3556559718436,389.07995588156297,5583.4993205521505
